old_indiv_id	indiv_id
AALIGNS007686	INDIV_0045
AALIGNS009602	INDIV_0045
AALIGNS002141	INDIV_0046
AALIGNS002139	INDIV_0046
AALIGNS003268	INDIV_0047
AALIGNS002138	INDIV_0047
AALIGNS000967	INDIV_0047
AALIGNS009596	INDIV_0047
AALIGNS009595	INDIV_0048
AALIGNS002137	INDIV_0048
AALIGNS000966	INDIV_0048
AALIGNS000965	INDIV_0048
AALIGNS000958	INDIV_0049
AALIGNS001079	INDIV_0050
AALIGNS001080	INDIV_0051
AALIGNS000955	INDIV_0052
AALIGNS001070	INDIV_0053
AALIGNS007682	INDIV_0054
AALIGNS001069	INDIV_0054
AALIGNS001076	INDIV_0054
AALIGNS001075	INDIV_0055
AALIGNS000956	INDIV_0056
AALIGNS001081	INDIV_0057
AALIGNS002860	INDIV_0058
AALIGNS002910	INDIV_0059
AALIGNS002820	INDIV_0060
AALIGNS002853	INDIV_0061
AALIGNS002867	INDIV_0062
AALIGNS002849	INDIV_0062
AALIGNS002835	INDIV_0063
AALIGNS002885	INDIV_0064
AALIGNS002870	INDIV_0065
AALIGNS002830	INDIV_0066
AALIGNS002855	INDIV_0067
AALIGNS002834	INDIV_0068
AALIGNS002839	INDIV_0068
AALIGNS002843	INDIV_0068
AALIGNS002824	INDIV_0068
AALIGNS002887	INDIV_0068
AALIGNS002815	INDIV_0069
AALIGNS002837	INDIV_0070
AALIGNS002841	INDIV_0071
AALIGNS002877	INDIV_0072
AALIGNS002832	INDIV_0072
AALIGNS002816	INDIV_0072
AALIGNS002874	INDIV_0073
AALIGNS002817	INDIV_0073
AALIGNS003148	INDIV_0074
AALIGNS003147	INDIV_0074
AALIGNS002888	INDIV_0075
AALIGNS002886	INDIV_0075
AALIGNS002842	INDIV_0076
AALIGNS002848	INDIV_0076
AALIGNS002821	INDIV_0076
AALIGNS002871	INDIV_0076
AALIGNS002818	INDIV_0076
AALIGNS002827	INDIV_0077
AALIGNS002894	INDIV_0078
AALIGNS002838	INDIV_0079
AALIGNS002890	INDIV_0080
AALIGNS002892	INDIV_0081
AALIGNS002883	INDIV_0082
AALIGNS002862	INDIV_0083
AALIGNS002882	INDIV_0084
AALIGNS002858	INDIV_0085
AALIGNS003149	INDIV_0086
AALIGNS003150	INDIV_0087
AALIGNS002852	INDIV_0088
AALIGNS002875	INDIV_0089
AALIGNS002873	INDIV_0089
AALIGNS002868	INDIV_0090
AALIGNS002866	INDIV_0091
AALIGNS003145	INDIV_0092
AALIGNS002828	INDIV_0093
AALIGNS003151	INDIV_0094
AALIGNS002899	INDIV_0095
AALIGNS001498	INDIV_0096
AALIGNS001466	INDIV_0096
AALIGNS001472	INDIV_0096
AALIGNS001467	INDIV_0096
AALIGNS001468	INDIV_0096
AALIGNS001485	INDIV_0096
AALIGNS001496	INDIV_0096
AALIGNS001473	INDIV_0096
AALIGNS001464	INDIV_0096
AALIGNS001465	INDIV_0096
AALIGNS001470	INDIV_0096
AALIGNS001504	INDIV_0096
AALIGNS001502	INDIV_0096
AALIGNS001469	INDIV_0096
AALIGNS001500	INDIV_0096
AALIGNS001499	INDIV_0096
AALIGNS001474	INDIV_0096
AALIGNS001475	INDIV_0096
AALIGNS001481	INDIV_0096
AALIGNS001477	INDIV_0096
AALIGNS001487	INDIV_0096
AALIGNS001488	INDIV_0096
AALIGNS001489	INDIV_0096
AALIGNS001490	INDIV_0096
AALIGNS001491	INDIV_0096
AALIGNS001492	INDIV_0096
AALIGNS001493	INDIV_0096
AALIGNS001494	INDIV_0096
AALIGNS001486	INDIV_0096
AALIGNS001495	INDIV_0096
AALIGNS001497	INDIV_0096
AALIGNS001484	INDIV_0096
AALIGNS001483	INDIV_0096
AALIGNS001482	INDIV_0096
AALIGNS001480	INDIV_0096
AALIGNS001479	INDIV_0096
AALIGNS001478	INDIV_0096
AALIGNS001476	INDIV_0096
AALIGNS001501	INDIV_0096
AALIGNS001505	INDIV_0097
AALIGNS001506	INDIV_0097
AALIGNS001471	INDIV_0098
AALIGNS001503	INDIV_0099
AALIGNS007665	INDIV_0100
AALIGNS007662	INDIV_0100
AALIGNS007660	INDIV_0100
AALIGNS007657	INDIV_0100
AALIGNS007654	INDIV_0100
AALIGNS007651	INDIV_0100
AALIGNS007652	INDIV_0101
AALIGNS007653	INDIV_0101
AALIGNS007656	INDIV_0101
AALIGNS007649	INDIV_0101
AALIGNS007650	INDIV_0101
AALIGNS007666	INDIV_0101
AALIGNS007663	INDIV_0101
AALIGNS007661	INDIV_0101
AALIGNS007659	INDIV_0101
AALIGNS007658	INDIV_0101
AALIGNS007664	INDIV_0101
AALIGNS009414	INDIV_0102
AALIGNS009411	INDIV_0102
AALIGNS007655	INDIV_0103
AALIGNS009390	INDIV_0104
AALIGNS009266	INDIV_0105
AALIGNS009275	INDIV_0105
AALIGNS009265	INDIV_0106
AALIGNS000234	INDIV_0107
AALIGNS000941	INDIV_0108
AALIGNS007818	INDIV_0109
AALIGNS007815	INDIV_0110
AALIGNS007816	INDIV_0111
AALIGNS007819	INDIV_0112
AALIGNS000938	INDIV_0113
AALIGNS000931	INDIV_0114
AALIGNS002560	INDIV_0115
AALIGNS002561	INDIV_0115
AALIGNS000945	INDIV_0115
AALIGNS000946	INDIV_0116
AALIGNS000935	INDIV_0117
AALIGNS001771	INDIV_0118
AALIGNS003572	INDIV_0118
AALIGNS003573	INDIV_0118
AALIGNS000952	INDIV_0119
AALIGNS000951	INDIV_0119
AALIGNS000950	INDIV_0119
AALIGNS000940	INDIV_0119
AALIGNS000942	INDIV_0119
AALIGNS000939	INDIV_0119
AALIGNS000943	INDIV_0119
AALIGNS000944	INDIV_0120
AALIGNS000953	INDIV_0120
AALIGNS003574	INDIV_0121
AALIGNS003575	INDIV_0121
AALIGNS003576	INDIV_0121
AALIGNS003571	INDIV_0122
AALIGNS000954	INDIV_0122
AALIGNS003569	INDIV_0122
AALIGNS003570	INDIV_0122
AALIGNS000932	INDIV_0123
AALIGNS000934	INDIV_0124
AALIGNS007814	INDIV_0125
AALIGNS007817	INDIV_0126
AALIGNS000936	INDIV_0127
AALIGNS000937	INDIV_0128
AALIGNS000933	INDIV_0129
AALIGNS000947	INDIV_0130
AALIGNS000949	INDIV_0131
AALIGNS000948	INDIV_0132
AALIGNS001837	INDIV_0133
AALIGNS001839	INDIV_0134
AALIGNS001831	INDIV_0135
AALIGNS001835	INDIV_0136
AALIGNS001858	INDIV_0137
AALIGNS001838	INDIV_0138
AALIGNS001844	INDIV_0139
AALIGNS001848	INDIV_0140
AALIGNS001861	INDIV_0141
AALIGNS001860	INDIV_0141
AALIGNS001836	INDIV_0141
AALIGNS001832	INDIV_0142
AALIGNS001862	INDIV_0143
AALIGNS001859	INDIV_0143
AALIGNS001847	INDIV_0143
AALIGNS001840	INDIV_0143
AALIGNS001845	INDIV_0143
AALIGNS001841	INDIV_0144
AALIGNS001829	INDIV_0144
AALIGNS001865	INDIV_0145
AALIGNS001857	INDIV_0146
AALIGNS001855	INDIV_0146
AALIGNS001849	INDIV_0147
AALIGNS001834	INDIV_0147
AALIGNS001851	INDIV_0147
AALIGNS001852	INDIV_0148
AALIGNS001846	INDIV_0148
AALIGNS001843	INDIV_0149
AALIGNS001853	INDIV_0149
AALIGNS001866	INDIV_0149
AALIGNS001833	INDIV_0150
AALIGNS001842	INDIV_0151
AALIGNS001854	INDIV_0152
AALIGNS001856	INDIV_0153
AALIGNS001850	INDIV_0154
AALIGNS001826	INDIV_0155
AALIGNS001828	INDIV_0156
AALIGNS001825	INDIV_0157
AALIGNS001830	INDIV_0158
AALIGNS001827	INDIV_0159
AALIGNS002154	INDIV_0160
AALIGNS002157	INDIV_0161
AALIGNS002149	INDIV_0162
AALIGNS002150	INDIV_0162
AALIGNS002158	INDIV_0163
AALIGNS000733	INDIV_0163
AALIGNS002153	INDIV_0164
AALIGNS000703	INDIV_0165
AALIGNS000701	INDIV_0165
AALIGNS000700	INDIV_0165
AALIGNS000702	INDIV_0165
AALIGNS000736	INDIV_0166
AALIGNS000731	INDIV_0166
AALIGNS000732	INDIV_0166
AALIGNS000734	INDIV_0166
AALIGNS000729	INDIV_0166
AALIGNS000728	INDIV_0166
AALIGNS000726	INDIV_0167
AALIGNS000727	INDIV_0167
AALIGNS000730	INDIV_0167
AALIGNS000735	INDIV_0167
AALIGNS000725	INDIV_0168
AALIGNS003518	INDIV_0169
AALIGNS003519	INDIV_0169
AALIGNS000709	INDIV_0169
AALIGNS000708	INDIV_0169
AALIGNS002170	INDIV_0169
AALIGNS000710	INDIV_0170
AALIGNS003520	INDIV_0171
AALIGNS000707	INDIV_0172
AALIGNS000706	INDIV_0172
AALIGNS000704	INDIV_0172
AALIGNS000705	INDIV_0173
AALIGNS000711	INDIV_0174
AALIGNS003517	INDIV_0174
AALIGNS003522	INDIV_0175
AALIGNS002174	INDIV_0176
AALIGNS002173	INDIV_0176
AALIGNS003521	INDIV_0177
AALIGNS002172	INDIV_0178
AALIGNS002171	INDIV_0179
AALIGNS002555	INDIV_0180
AALIGNS003060	INDIV_0181
AALIGNS003052	INDIV_0182
AALIGNS003626	INDIV_0182
AALIGNS003627	INDIV_0183
AALIGNS003053	INDIV_0183
AALIGNS002553	INDIV_0184
AALIGNS003055	INDIV_0184
AALIGNS003057	INDIV_0184
AALIGNS003621	INDIV_0184
AALIGNS003051	INDIV_0184
AALIGNS003619	INDIV_0184
AALIGNS003056	INDIV_0185
AALIGNS003620	INDIV_0185
AALIGNS003048	INDIV_0186
AALIGNS003614	INDIV_0186
AALIGNS003059	INDIV_0186
AALIGNS002550	INDIV_0186
AALIGNS003065	INDIV_0187
AALIGNS002552	INDIV_0187
AALIGNS003062	INDIV_0187
AALIGNS003063	INDIV_0187
AALIGNS003049	INDIV_0187
AALIGNS003066	INDIV_0187
AALIGNS003064	INDIV_0187
AALIGNS003050	INDIV_0187
AALIGNS003618	INDIV_0187
AALIGNS003061	INDIV_0187
AALIGNS003616	INDIV_0187
AALIGNS003615	INDIV_0187
AALIGNS003054	INDIV_0187
AALIGNS002551	INDIV_0187
AALIGNS003058	INDIV_0188
AALIGNS003622	INDIV_0188
AALIGNS003047	INDIV_0189
AALIGNS003046	INDIV_0189
AALIGNS000620	INDIV_0190
AALIGNS009353	INDIV_0191
AALIGNS001526	INDIV_0192
AALIGNS002878	INDIV_0193
AALIGNS003272	INDIV_0194
AALIGNS009359	INDIV_0195
AALIGNS009363	INDIV_0196
AALIGNS009354	INDIV_0197
AALIGNS009356	INDIV_0198
AALIGNS001137	INDIV_0199
AALIGNS001141	INDIV_0200
AALIGNS001143	INDIV_0201
AALIGNS001145	INDIV_0202
AALIGNS001147	INDIV_0203
AALIGNS001149	INDIV_0204
AALIGNS001109	INDIV_0205
AALIGNS001111	INDIV_0206
AALIGNS001113	INDIV_0207
AALIGNS001117	INDIV_0208
AALIGNS001121	INDIV_0209
AALIGNS001133	INDIV_0210
AALIGNS001112	INDIV_0211
AALIGNS001134	INDIV_0212
AALIGNS001138	INDIV_0213
AALIGNS001142	INDIV_0214
AALIGNS001144	INDIV_0215
AALIGNS001146	INDIV_0216
AALIGNS001114	INDIV_0217
AALIGNS001106	INDIV_0218
AALIGNS001122	INDIV_0219
AALIGNS001124	INDIV_0220
AALIGNS001128	INDIV_0221
AALIGNS001130	INDIV_0222
AALIGNS001148	INDIV_0223
AALIGNS002288	INDIV_0224
AALIGNS000769	INDIV_0225
AALIGNS001041	INDIV_0225
AALIGNS001042	INDIV_0225
AALIGNS008884	INDIV_0225
AALIGNS001044	INDIV_0225
AALIGNS001047	INDIV_0225
AALIGNS001048	INDIV_0225
AALIGNS008880	INDIV_0225
AALIGNS001050	INDIV_0225
AALIGNS001051	INDIV_0225
AALIGNS001052	INDIV_0225
AALIGNS000770	INDIV_0225
AALIGNS008881	INDIV_0225
AALIGNS000771	INDIV_0225
AALIGNS001049	INDIV_0225
AALIGNS008885	INDIV_0225
AALIGNS001045	INDIV_0225
AALIGNS001055	INDIV_0225
AALIGNS008882	INDIV_0225
AALIGNS008876	INDIV_0225
AALIGNS008877	INDIV_0225
AALIGNS008878	INDIV_0225
AALIGNS008886	INDIV_0225
AALIGNS008891	INDIV_0225
AALIGNS008888	INDIV_0225
AALIGNS008879	INDIV_0225
AALIGNS000768	INDIV_0225
AALIGNS001054	INDIV_0225
AALIGNS008889	INDIV_0225
AALIGNS008883	INDIV_0225
AALIGNS008890	INDIV_0225
AALIGNS000767	INDIV_0225
AALIGNS008887	INDIV_0225
AALIGNS000766	INDIV_0225
AALIGNS001924	INDIV_0226
AALIGNS001930	INDIV_0227
AALIGNS001934	INDIV_0228
AALIGNS001943	INDIV_0229
AALIGNS001916	INDIV_0230
AALIGNS001925	INDIV_0231
AALIGNS001940	INDIV_0232
AALIGNS001936	INDIV_0232
AALIGNS001929	INDIV_0233
AALIGNS001926	INDIV_0233
AALIGNS001919	INDIV_0233
AALIGNS001921	INDIV_0234
AALIGNS001931	INDIV_0234
AALIGNS001939	INDIV_0234
AALIGNS001927	INDIV_0234
AALIGNS001918	INDIV_0235
AALIGNS001938	INDIV_0235
AALIGNS001915	INDIV_0235
AALIGNS001933	INDIV_0235
AALIGNS001937	INDIV_0235
AALIGNS001932	INDIV_0235
AALIGNS001922	INDIV_0235
AALIGNS001917	INDIV_0235
AALIGNS001935	INDIV_0235
AALIGNS001928	INDIV_0235
AALIGNS001923	INDIV_0235
AALIGNS001913	INDIV_0236
AALIGNS001912	INDIV_0237
AALIGNS001920	INDIV_0238
AALIGNS001910	INDIV_0239
AALIGNS001911	INDIV_0240
AALIGNS001908	INDIV_0241
AALIGNS001914	INDIV_0242
AALIGNS001941	INDIV_0243
AALIGNS001944	INDIV_0244
AALIGNS001942	INDIV_0245
AALIGNS001718	INDIV_0246
AALIGNS001719	INDIV_0246
AALIGNS007917	INDIV_0247
AALIGNS007915	INDIV_0247
AALIGNS002519	INDIV_0247
AALIGNS007901	INDIV_0248
AALIGNS007904	INDIV_0249
AALIGNS007912	INDIV_0250
AALIGNS007911	INDIV_0250
AALIGNS007908	INDIV_0250
AALIGNS007910	INDIV_0250
AALIGNS007907	INDIV_0251
AALIGNS007906	INDIV_0251
AALIGNS001358	INDIV_0251
AALIGNS007899	INDIV_0251
AALIGNS007900	INDIV_0251
AALIGNS007902	INDIV_0251
AALIGNS007914	INDIV_0251
AALIGNS007918	INDIV_0251
AALIGNS007905	INDIV_0251
AALIGNS002523	INDIV_0251
AALIGNS002524	INDIV_0251
AALIGNS002522	INDIV_0251
AALIGNS002521	INDIV_0251
AALIGNS002520	INDIV_0251
AALIGNS007903	INDIV_0251
AALIGNS001360	INDIV_0252
AALIGNS007916	INDIV_0253
AALIGNS001359	INDIV_0254
AALIGNS007913	INDIV_0255
AALIGNS007841	INDIV_0256
AALIGNS007847	INDIV_0257
AALIGNS007852	INDIV_0258
AALIGNS007868	INDIV_0259
AALIGNS007848	INDIV_0260
AALIGNS007842	INDIV_0260
AALIGNS007857	INDIV_0260
AALIGNS007856	INDIV_0261
AALIGNS007853	INDIV_0261
AALIGNS007840	INDIV_0261
AALIGNS007839	INDIV_0261
AALIGNS007855	INDIV_0262
AALIGNS007854	INDIV_0263
AALIGNS007858	INDIV_0263
AALIGNS007866	INDIV_0263
AALIGNS007865	INDIV_0263
AALIGNS007843	INDIV_0263
AALIGNS007844	INDIV_0263
AALIGNS007846	INDIV_0263
AALIGNS007869	INDIV_0264
AALIGNS007845	INDIV_0265
AALIGNS007867	INDIV_0266
AALIGNS000171	INDIV_0267
AALIGNS000168	INDIV_0267
AALIGNS000169	INDIV_0267
AALIGNS000172	INDIV_0268
AALIGNS000170	INDIV_0268
AALIGNS000173	INDIV_0269
AALIGNS001085	INDIV_0270
AALIGNS001086	INDIV_0271
AALIGNS001084	INDIV_0272
AALIGNS001083	INDIV_0272
AALIGNS007822	INDIV_0273
AALIGNS007823	INDIV_0274
AALIGNS002424	INDIV_0275
AALIGNS002428	INDIV_0275
AALIGNS002423	INDIV_0275
AALIGNS002427	INDIV_0275
AALIGNS002426	INDIV_0275
AALIGNS002430	INDIV_0276
AALIGNS003025	INDIV_0277
AALIGNS003022	INDIV_0277
AALIGNS003023	INDIV_0277
AALIGNS003020	INDIV_0277
AALIGNS003019	INDIV_0277
AALIGNS003021	INDIV_0277
AALIGNS003018	INDIV_0278
AALIGNS003024	INDIV_0278
AALIGNS002429	INDIV_0279
AALIGNS001868	INDIV_0280
AALIGNS001872	INDIV_0281
AALIGNS001870	INDIV_0282
AALIGNS001902	INDIV_0283
AALIGNS001889	INDIV_0283
AALIGNS001896	INDIV_0283
AALIGNS001898	INDIV_0284
AALIGNS001879	INDIV_0284
AALIGNS001907	INDIV_0284
AALIGNS001878	INDIV_0284
AALIGNS001899	INDIV_0285
AALIGNS001901	INDIV_0285
AALIGNS001885	INDIV_0285
AALIGNS001887	INDIV_0285
AALIGNS001893	INDIV_0285
AALIGNS001895	INDIV_0285
AALIGNS001897	INDIV_0285
AALIGNS001877	INDIV_0285
AALIGNS001891	INDIV_0286
AALIGNS001873	INDIV_0287
AALIGNS001903	INDIV_0288
AALIGNS001883	INDIV_0289
AALIGNS001886	INDIV_0290
AALIGNS001874	INDIV_0291
AALIGNS001441	INDIV_0292
AALIGNS001442	INDIV_0292
AALIGNS001428	INDIV_0292
AALIGNS001449	INDIV_0292
AALIGNS001440	INDIV_0292
AALIGNS001443	INDIV_0292
AALIGNS001450	INDIV_0292
AALIGNS001426	INDIV_0292
AALIGNS001444	INDIV_0292
AALIGNS001439	INDIV_0292
AALIGNS001427	INDIV_0292
AALIGNS001445	INDIV_0292
AALIGNS001434	INDIV_0292
AALIGNS001433	INDIV_0292
AALIGNS001432	INDIV_0292
AALIGNS001431	INDIV_0292
AALIGNS001429	INDIV_0292
AALIGNS001438	INDIV_0292
AALIGNS001446	INDIV_0292
AALIGNS001447	INDIV_0292
AALIGNS001436	INDIV_0292
AALIGNS001430	INDIV_0293
AALIGNS000858	INDIV_0294
AALIGNS000851	INDIV_0294
AALIGNS000859	INDIV_0294
AALIGNS000860	INDIV_0295
AALIGNS000852	INDIV_0295
AALIGNS000857	INDIV_0296
AALIGNS000850	INDIV_0296
AALIGNS000849	INDIV_0296
AALIGNS000853	INDIV_0297
AALIGNS000856	INDIV_0297
AALIGNS000854	INDIV_0297
AALIGNS000855	INDIV_0297
AALIGNS000607	INDIV_0298
AALIGNS000617	INDIV_0298
AALIGNS000609	INDIV_0299
AALIGNS000611	INDIV_0300
AALIGNS000610	INDIV_0300
AALIGNS000616	INDIV_0300
AALIGNS000608	INDIV_0301
AALIGNS000606	INDIV_0301
AALIGNS000612	INDIV_0302
AALIGNS000613	INDIV_0302
AALIGNS000615	INDIV_0303
AALIGNS000614	INDIV_0304
AALIGNS000670	INDIV_0305
AALIGNS000672	INDIV_0306
AALIGNS000673	INDIV_0307
AALIGNS000669	INDIV_0308
AALIGNS000666	INDIV_0309
AALIGNS000665	INDIV_0309
AALIGNS002642	INDIV_0309
AALIGNS000667	INDIV_0310
AALIGNS000674	INDIV_0311
AALIGNS000664	INDIV_0311
AALIGNS000679	INDIV_0311
AALIGNS000663	INDIV_0311
AALIGNS002640	INDIV_0311
AALIGNS002641	INDIV_0311
AALIGNS000662	INDIV_0311
AALIGNS000675	INDIV_0312
AALIGNS000671	INDIV_0312
AALIGNS000677	INDIV_0313
AALIGNS000678	INDIV_0313
AALIGNS000676	INDIV_0314
AALIGNS000668	INDIV_0315
AALIGNS001536	INDIV_0316
AALIGNS001542	INDIV_0316
AALIGNS001531	INDIV_0316
AALIGNS001541	INDIV_0316
AALIGNS001543	INDIV_0316
AALIGNS001530	INDIV_0316
AALIGNS001527	INDIV_0316
AALIGNS001545	INDIV_0316
AALIGNS001540	INDIV_0316
AALIGNS001529	INDIV_0316
AALIGNS001538	INDIV_0316
AALIGNS001544	INDIV_0316
AALIGNS001532	INDIV_0316
AALIGNS001546	INDIV_0316
AALIGNS001533	INDIV_0316
AALIGNS001539	INDIV_0316
AALIGNS001535	INDIV_0316
AALIGNS001537	INDIV_0316
AALIGNS001549	INDIV_0316
AALIGNS001534	INDIV_0316
AALIGNS009325	INDIV_0317
AALIGNS009349	INDIV_0317
AALIGNS009348	INDIV_0317
AALIGNS009347	INDIV_0317
AALIGNS009351	INDIV_0317
AALIGNS009346	INDIV_0317
AALIGNS009328	INDIV_0317
AALIGNS009326	INDIV_0317
AALIGNS009345	INDIV_0317
AALIGNS009335	INDIV_0317
AALIGNS009334	INDIV_0317
AALIGNS009333	INDIV_0317
AALIGNS009332	INDIV_0317
AALIGNS009331	INDIV_0317
AALIGNS009330	INDIV_0317
AALIGNS009329	INDIV_0317
AALIGNS009327	INDIV_0317
AALIGNS009336	INDIV_0317
AALIGNS009350	INDIV_0318
AALIGNS009352	INDIV_0318
AALIGNS009442	INDIV_0319
AALIGNS009438	INDIV_0319
AALIGNS009444	INDIV_0320
AALIGNS009443	INDIV_0320
AALIGNS009441	INDIV_0320
AALIGNS009439	INDIV_0320
AALIGNS009430	INDIV_0320
AALIGNS009433	INDIV_0321
AALIGNS009449	INDIV_0322
AALIGNS009450	INDIV_0322
AALIGNS009445	INDIV_0323
AALIGNS009446	INDIV_0324
AALIGNS009452	INDIV_0325
AALIGNS009431	INDIV_0326
AALIGNS009435	INDIV_0326
AALIGNS009432	INDIV_0326
AALIGNS009434	INDIV_0326
AALIGNS009448	INDIV_0327
AALIGNS009447	INDIV_0328
AALIGNS003647	INDIV_0329
AALIGNS003070	INDIV_0329
AALIGNS003684	INDIV_0330
AALIGNS003646	INDIV_0331
AALIGNS003075	INDIV_0331
AALIGNS003703	INDIV_0332
AALIGNS003685	INDIV_0333
AALIGNS003701	INDIV_0334
AALIGNS003702	INDIV_0335
AALIGNS003705	INDIV_0336
AALIGNS003645	INDIV_0337
AALIGNS003076	INDIV_0337
AALIGNS003072	INDIV_0338
AALIGNS003649	INDIV_0338
AALIGNS003650	INDIV_0339
AALIGNS003073	INDIV_0339
AALIGNS003686	INDIV_0340
AALIGNS003704	INDIV_0340
AALIGNS001339	INDIV_0341
AALIGNS001347	INDIV_0342
AALIGNS001331	INDIV_0343
AALIGNS001345	INDIV_0344
AALIGNS001346	INDIV_0344
AALIGNS001348	INDIV_0344
AALIGNS001354	INDIV_0345
AALIGNS001352	INDIV_0346
AALIGNS001355	INDIV_0346
AALIGNS001350	INDIV_0346
AALIGNS001335	INDIV_0346
AALIGNS001344	INDIV_0346
AALIGNS001332	INDIV_0346
AALIGNS001342	INDIV_0346
AALIGNS001340	INDIV_0347
AALIGNS001343	INDIV_0347
AALIGNS001336	INDIV_0347
AALIGNS001357	INDIV_0348
AALIGNS001349	INDIV_0348
AALIGNS001338	INDIV_0349
AALIGNS001951	INDIV_0350
AALIGNS001978	INDIV_0351
AALIGNS001979	INDIV_0352
AALIGNS001954	INDIV_0353
AALIGNS001959	INDIV_0354
AALIGNS001963	INDIV_0355
AALIGNS001953	INDIV_0356
AALIGNS001981	INDIV_0357
AALIGNS001970	INDIV_0358
AALIGNS001962	INDIV_0358
AALIGNS001974	INDIV_0359
AALIGNS001957	INDIV_0360
AALIGNS001976	INDIV_0361
AALIGNS001950	INDIV_0362
AALIGNS001958	INDIV_0363
AALIGNS001952	INDIV_0364
AALIGNS001964	INDIV_0365
AALIGNS001973	INDIV_0366
AALIGNS002687	INDIV_0367
AALIGNS002688	INDIV_0367
AALIGNS002689	INDIV_0367
AALIGNS002690	INDIV_0367
AALIGNS002691	INDIV_0367
AALIGNS002692	INDIV_0367
AALIGNS002693	INDIV_0367
AALIGNS002678	INDIV_0367
AALIGNS002686	INDIV_0367
AALIGNS002677	INDIV_0367
AALIGNS002679	INDIV_0367
AALIGNS002680	INDIV_0367
