old_indiv_id	indiv_id
DALIGNS002030	INDIV_0082
DALIGNS002057	INDIV_0083
DALIGNS002068	INDIV_0084
DALIGNS001468	INDIV_0085
DALIGNS000741	INDIV_0085
DALIGNS000167	INDIV_0085
DALIGNS001473	INDIV_0085
DALIGNS000658	INDIV_0085
DALIGNS000739	INDIV_0085
DALIGNS000168	INDIV_0085
DALIGNS000089	INDIV_0085
DALIGNS000176	INDIV_0085
DALIGNS000115	INDIV_0085
DALIGNS001407	INDIV_0085
DALIGNS000693	INDIV_0085
DALIGNS001466	INDIV_0085
DALIGNS001855	INDIV_0085
DALIGNS000155	INDIV_0085
DALIGNS000474	INDIV_0085
DALIGNS001478	INDIV_0085
DALIGNS001854	INDIV_0085
DALIGNS000842	INDIV_0085
DALIGNS000752	INDIV_0085
DALIGNS001856	INDIV_0085
DALIGNS001853	INDIV_0085
DALIGNS001474	INDIV_0085
DALIGNS000833	INDIV_0085
DALIGNS000146	INDIV_0085
DALIGNS000526	INDIV_0085
DALIGNS000649	INDIV_0085
DALIGNS001857	INDIV_0085
DALIGNS001461	INDIV_0085
DALIGNS001221	INDIV_0086
DALIGNS000582_1	INDIV_0086
DALIGNS000396	INDIV_0087
DALIGNS001928	INDIV_0087
DALIGNS000397	INDIV_0088
DALIGNS001876	INDIV_0089
DALIGNS001875	INDIV_0089
DALIGNS001874	INDIV_0089
DALIGNS001873	INDIV_0090
DALIGNS000582_2	INDIV_0090
DALIGNS001866	INDIV_0091
DALIGNS001867	INDIV_0091
DALIGNS001868	INDIV_0091
DALIGNS001865	INDIV_0091
DALIGNS000573_1	INDIV_0092
DALIGNS000573_2	INDIV_0092
DALIGNS001673	INDIV_0092
DALIGNS000574_1	INDIV_0092
DALIGNS000574_2	INDIV_0092
DALIGNS001926	INDIV_0092
DALIGNS001681	INDIV_0092
DALIGNS000392	INDIV_0093
DALIGNS000393	INDIV_0094
DALIGNS000398	INDIV_0095
DALIGNS001927	INDIV_0096
DALIGNS000093	INDIV_0097
DALIGNS000225	INDIV_0097
DALIGNS001095	INDIV_0098
DALIGNS000202	INDIV_0098
DALIGNS000486	INDIV_0098
DALIGNS001734	INDIV_0098
DALIGNS000082	INDIV_0098
DALIGNS001733	INDIV_0099
DALIGNS000737	INDIV_0100
DALIGNS001731	INDIV_0100
DALIGNS000346	INDIV_0101
DALIGNS001093	INDIV_0101
DALIGNS001092	INDIV_0101
DALIGNS001094	INDIV_0101
DALIGNS001101	INDIV_0101
DALIGNS001091	INDIV_0101
DALIGNS001851	INDIV_0102
DALIGNS000272	INDIV_0102
DALIGNS000545	INDIV_0102
DALIGNS001810	INDIV_0102
DALIGNS001739	INDIV_0103
DALIGNS000222	INDIV_0103
DALIGNS001915	INDIV_0104
DALIGNS001908	INDIV_0104
DALIGNS001918	INDIV_0105
DALIGNS001919	INDIV_0106
DALIGNS001920	INDIV_0107
DALIGNS001911	INDIV_0108
DALIGNS001914	INDIV_0108
DALIGNS001917	INDIV_0108
DALIGNS001923	INDIV_0108
DALIGNS001215	INDIV_0109
DALIGNS000387	INDIV_0109
DALIGNS000577_1	INDIV_0109
DALIGNS000577_2	INDIV_0109
DALIGNS001913	INDIV_0110
DALIGNS001916	INDIV_0110
DALIGNS001924	INDIV_0110
DALIGNS001925	INDIV_0110
DALIGNS000394	INDIV_0111
DALIGNS001929	INDIV_0112
DALIGNS001930	INDIV_0112
DALIGNS001909	INDIV_0113
DALIGNS001921	INDIV_0114
DALIGNS001446	INDIV_0115
DALIGNS001453	INDIV_0115
DALIGNS001508	INDIV_0116
DALIGNS001409	INDIV_0116
DALIGNS001507	INDIV_0116
DALIGNS000788	INDIV_0116
DALIGNS000654	INDIV_0117
DALIGNS000203	INDIV_0117
DALIGNS001506	INDIV_0118
DALIGNS001460	INDIV_0118
DALIGNS000318	INDIV_0118
DALIGNS001392	INDIV_0118
DALIGNS001447	INDIV_0118
DALIGNS001448	INDIV_0118
DALIGNS000689	INDIV_0119
DALIGNS000092	INDIV_0119
DALIGNS000344	INDIV_0120
DALIGNS001512	INDIV_0121
DALIGNS001513	INDIV_0122
DALIGNS001509	INDIV_0123
DALIGNS000635	INDIV_0124
DALIGNS000816	INDIV_0124
DALIGNS000592	INDIV_0124
DALIGNS000453	INDIV_0124
DALIGNS000667	INDIV_0124
DALIGNS000832	INDIV_0124
DALIGNS000291	INDIV_0124
DALIGNS000613	INDIV_0124
DALIGNS000029	INDIV_0124
DALIGNS000590	INDIV_0124
DALIGNS000757	INDIV_0124
DALIGNS000299	INDIV_0124
DALIGNS000021	INDIV_0124
DALIGNS000149	INDIV_0124
DALIGNS000127	INDIV_0124
DALIGNS000081	INDIV_0124
DALIGNS000173	INDIV_0124
DALIGNS000070	INDIV_0124
DALIGNS000523	INDIV_0125
DALIGNS000212	INDIV_0126
DALIGNS001490	INDIV_0126
DALIGNS001489	INDIV_0127
DALIGNS001491	INDIV_0127
DALIGNS001493	INDIV_0127
DALIGNS001730	INDIV_0128
DALIGNS000014	INDIV_0128
DALIGNS001486	INDIV_0129
DALIGNS000634	INDIV_0129
DALIGNS001742	INDIV_0129
DALIGNS000023	INDIV_0129
DALIGNS000719	INDIV_0129
DALIGNS001743	INDIV_0129
DALIGNS001485	INDIV_0129
DALIGNS000612	INDIV_0130
DALIGNS001745	INDIV_0130
DALIGNS000628	INDIV_0130
DALIGNS001744	INDIV_0131
DALIGNS000161	INDIV_0132
DALIGNS000024	INDIV_0132
DALIGNS000401	INDIV_0132
DALIGNS000672	INDIV_0132
DALIGNS000638	INDIV_0132
DALIGNS000028	INDIV_0132
DALIGNS000091	INDIV_0132
DALIGNS000132	INDIV_0132
DALIGNS000255	INDIV_0132
DALIGNS000606	INDIV_0132
DALIGNS000618	INDIV_0132
DALIGNS000277	INDIV_0132
DALIGNS000213	INDIV_0132
DALIGNS000151	INDIV_0132
DALIGNS000389	INDIV_0132
DALIGNS000591	INDIV_0133
DALIGNS000668	INDIV_0134
DALIGNS001740	INDIV_0135
DALIGNS000657	INDIV_0135
DALIGNS000750	INDIV_0136
DALIGNS001261	INDIV_0136
DALIGNS001728	INDIV_0136
DALIGNS000230	INDIV_0137
DALIGNS001137	INDIV_0137
DALIGNS000216	INDIV_0138
DALIGNS000702	INDIV_0138
DALIGNS000178	INDIV_0138
DALIGNS000065	INDIV_0138
DALIGNS001259	INDIV_0138
DALIGNS001257	INDIV_0138
DALIGNS001256	INDIV_0138
DALIGNS000640	INDIV_0138
DALIGNS001260	INDIV_0138
DALIGNS000293	INDIV_0138
DALIGNS000593_1	INDIV_0139
DALIGNS000683_1	INDIV_0139
DALIGNS000593_2	INDIV_0139
DALIGNS000294_2	INDIV_0139
DALIGNS000294_1	INDIV_0139
DALIGNS000339_1	INDIV_0139
DALIGNS000128_1	INDIV_0140
DALIGNS000147_1	INDIV_0140
DALIGNS000101_2	INDIV_0140
DALIGNS000101_1	INDIV_0140
DALIGNS000563_1	INDIV_0140
DALIGNS000683_2	INDIV_0140
DALIGNS000128_2	INDIV_0140
DALIGNS000761_1	INDIV_0141
DALIGNS000669_1	INDIV_0141
DALIGNS001444	INDIV_0142
DALIGNS000794	INDIV_0142
DALIGNS000738	INDIV_0143
DALIGNS000567_1	INDIV_0143
DALIGNS000567_2	INDIV_0144
DALIGNS001445	INDIV_0145
DALIGNS000761_2	INDIV_0146
DALIGNS000270	INDIV_0147
DALIGNS001741	INDIV_0147
DALIGNS000717	INDIV_0148
DALIGNS001145	INDIV_0148
DALIGNS001147	INDIV_0148
DALIGNS000257	INDIV_0148
DALIGNS000181	INDIV_0148
DALIGNS001267	INDIV_0148
DALIGNS000139	INDIV_0148
DALIGNS001266	INDIV_0148
DALIGNS001264	INDIV_0148
DALIGNS000445	INDIV_0148
DALIGNS000340	INDIV_0148
DALIGNS001265	INDIV_0148
DALIGNS000460	INDIV_0148
DALIGNS001146	INDIV_0149
DALIGNS000144	INDIV_0150
DALIGNS000452	INDIV_0150
DALIGNS001148	INDIV_0150
DALIGNS000709	INDIV_0150
DALIGNS001149	INDIV_0150
DALIGNS000194	INDIV_0150
DALIGNS000600	INDIV_0150
DALIGNS000594	INDIV_0150
DALIGNS001001	INDIV_0150
DALIGNS000073	INDIV_0151
DALIGNS000214	INDIV_0151
DALIGNS000262	INDIV_0152
DALIGNS001735	INDIV_0152
DALIGNS001737	INDIV_0153
DALIGNS000599	INDIV_0154
DALIGNS000041	INDIV_0154
DALIGNS000199	INDIV_0154
DALIGNS001080	INDIV_0154
DALIGNS001081	INDIV_0154
DALIGNS001083	INDIV_0154
DALIGNS000236	INDIV_0154
DALIGNS000117	INDIV_0154
DALIGNS001239	INDIV_0154
DALIGNS001084	INDIV_0154
DALIGNS001085	INDIV_0154
DALIGNS000157	INDIV_0154
DALIGNS000116	INDIV_0154
DALIGNS000568	INDIV_0155
DALIGNS000031	INDIV_0155
DALIGNS000584	INDIV_0155
DALIGNS000106	INDIV_0155
DALIGNS000466	INDIV_0155
DALIGNS000429	INDIV_0155
DALIGNS000366	INDIV_0155
DALIGNS000759	INDIV_0155
DALIGNS000286	INDIV_0155
DALIGNS001383	INDIV_0155
DALIGNS000747	INDIV_0155
DALIGNS000123	INDIV_0155
DALIGNS001247	INDIV_0156
DALIGNS000288	INDIV_0156
DALIGNS001357	INDIV_0156
DALIGNS000311	INDIV_0156
DALIGNS001249	INDIV_0156
DALIGNS000032	INDIV_0156
DALIGNS000457	INDIV_0156
DALIGNS000648	INDIV_0156
DALIGNS001358	INDIV_0156
DALIGNS001099	INDIV_0156
DALIGNS000431	INDIV_0156
DALIGNS000673	INDIV_0156
DALIGNS001280	INDIV_0157
DALIGNS001281	INDIV_0157
DALIGNS001729	INDIV_0157
DALIGNS000730	INDIV_0157
DALIGNS001277	INDIV_0157
DALIGNS000647	INDIV_0157
DALIGNS000762	INDIV_0157
DALIGNS001388	INDIV_0157
DALIGNS001511	INDIV_0157
DALIGNS001389	INDIV_0157
DALIGNS001662	INDIV_0157
DALIGNS001278	INDIV_0157
DALIGNS000003	INDIV_0158
DALIGNS000004	INDIV_0158
DALIGNS001252	INDIV_0158
DALIGNS000824	INDIV_0158
DALIGNS000484	INDIV_0158
DALIGNS001133	INDIV_0158
DALIGNS000678	INDIV_0158
DALIGNS000183	INDIV_0158
DALIGNS000210	INDIV_0158
DALIGNS000637	INDIV_0158
DALIGNS000090	INDIV_0158
DALIGNS001361	INDIV_0158
DALIGNS001045	INDIV_0159
DALIGNS000324_1	INDIV_0159
DALIGNS000789	INDIV_0159
DALIGNS000323_2	INDIV_0160
DALIGNS000323_1	INDIV_0160
DALIGNS001670	INDIV_0160
DALIGNS000325_2	INDIV_0161
DALIGNS000325_1	INDIV_0161
DALIGNS000319	INDIV_0161
DALIGNS000324_2	INDIV_0161
DALIGNS001668	INDIV_0161
DALIGNS001228	INDIV_0161
DALIGNS001282	INDIV_0162
DALIGNS001287	INDIV_0163
DALIGNS001294	INDIV_0164
DALIGNS001297	INDIV_0165
DALIGNS001300	INDIV_0166
DALIGNS001301	INDIV_0167
DALIGNS001313	INDIV_0168
DALIGNS001317	INDIV_0169
DALIGNS001334	INDIV_0170
DALIGNS001343	INDIV_0171
DALIGNS001289	INDIV_0172
DALIGNS001863	INDIV_0173
DALIGNS001864	INDIV_0173
DALIGNS001862	INDIV_0173
DALIGNS001554	INDIV_0173
DALIGNS001553	INDIV_0173
DALIGNS001555	INDIV_0173
DALIGNS001162	INDIV_0173
DALIGNS000381_2	INDIV_0173
DALIGNS001556	INDIV_0173
DALIGNS000381_1	INDIV_0173
DALIGNS001861	INDIV_0173
DALIGNS001367	INDIV_0174
DALIGNS001366	INDIV_0174
DALIGNS000659	INDIV_0174
DALIGNS001371	INDIV_0174
DALIGNS000156	INDIV_0174
DALIGNS000268	INDIV_0174
DALIGNS000266	INDIV_0174
DALIGNS000416	INDIV_0174
DALIGNS000410	INDIV_0174
DALIGNS000269	INDIV_0174
DALIGNS001279	INDIV_0174
DALIGNS000530	INDIV_0175
DALIGNS000641	INDIV_0175
DALIGNS000701	INDIV_0175
DALIGNS000808	INDIV_0175
DALIGNS000691	INDIV_0175
DALIGNS000195	INDIV_0175
DALIGNS000273	INDIV_0175
DALIGNS000307	INDIV_0175
DALIGNS000274	INDIV_0175
DALIGNS000715	INDIV_0176
DALIGNS000011	INDIV_0177
DALIGNS000068_1	INDIV_0178
DALIGNS000068_2	INDIV_0178
DALIGNS000383	INDIV_0179
DALIGNS000385	INDIV_0179
DALIGNS000388	INDIV_0179
DALIGNS000386	INDIV_0180
DALIGNS000382	INDIV_0181
DALIGNS001519	INDIV_0182
DALIGNS000331_1	INDIV_0183
DALIGNS001237	INDIV_0183
DALIGNS000271_1	INDIV_0183
DALIGNS000271_2	INDIV_0183
DALIGNS000331_2	INDIV_0183
DALIGNS000636_2	INDIV_0183
DALIGNS000295_1	INDIV_0183
DALIGNS001184	INDIV_0183
DALIGNS000636_1	INDIV_0183
DALIGNS000295_2	INDIV_0184
DALIGNS000086	INDIV_0185
DALIGNS000180	INDIV_0185
DALIGNS000798	INDIV_0185
DALIGNS001268	INDIV_0185
DALIGNS000134	INDIV_0185
DALIGNS000603	INDIV_0185
DALIGNS000690	INDIV_0185
DALIGNS001272	INDIV_0185
DALIGNS000677	INDIV_0185
DALIGNS001269	INDIV_0185
DALIGNS001814	INDIV_0186
DALIGNS000728	INDIV_0186
DALIGNS000309	INDIV_0187
DALIGNS000179	INDIV_0187
DALIGNS000036	INDIV_0187
DALIGNS000753	INDIV_0187
DALIGNS001707	INDIV_0187
DALIGNS001708	INDIV_0187
DALIGNS001711	INDIV_0187
DALIGNS000732	INDIV_0187
DALIGNS000821_1	INDIV_0188
DALIGNS000821_2	INDIV_0189
DALIGNS001552	INDIV_0190
DALIGNS001549	INDIV_0190
DALIGNS001551	INDIV_0190
DALIGNS001550	INDIV_0190
DALIGNS001165	INDIV_0191
DALIGNS000322_1	INDIV_0191
DALIGNS000322_2	INDIV_0191
DALIGNS000809	INDIV_0192
DALIGNS001364	INDIV_0193
DALIGNS000663	INDIV_0193
DALIGNS001390	INDIV_0193
DALIGNS001686	INDIV_0193
DALIGNS001363	INDIV_0193
DALIGNS000298	INDIV_0193
DALIGNS001391	INDIV_0193
DALIGNS000740	INDIV_0193
DALIGNS001691	INDIV_0193
DALIGNS001141	INDIV_0194
DALIGNS000171	INDIV_0194
DALIGNS001142	INDIV_0194
DALIGNS001140	INDIV_0194
DALIGNS001262	INDIV_0194
DALIGNS000108	INDIV_0194
DALIGNS000485	INDIV_0194
DALIGNS000249	INDIV_0194
DALIGNS000642	INDIV_0194
DALIGNS001803	INDIV_0195
DALIGNS001804	INDIV_0195
DALIGNS000769	INDIV_0195
DALIGNS001800	INDIV_0195
DALIGNS000774	INDIV_0195
DALIGNS001801	INDIV_0195
DALIGNS000775	INDIV_0196
DALIGNS001802	INDIV_0197
DALIGNS001805	INDIV_0198
DALIGNS001315	INDIV_0199
DALIGNS001321	INDIV_0200
DALIGNS001327	INDIV_0201
DALIGNS001347	INDIV_0202
DALIGNS001351	INDIV_0203
DALIGNS002003	INDIV_0204
DALIGNS000153_1	INDIV_0205
DALIGNS001525	INDIV_0206
DALIGNS001304	INDIV_0207
DALIGNS000243	INDIV_0208
DALIGNS000129	INDIV_0208
DALIGNS000697	INDIV_0208
DALIGNS000188	INDIV_0208
DALIGNS000122	INDIV_0208
DALIGNS000707	INDIV_0208
DALIGNS000596	INDIV_0209
DALIGNS000626	INDIV_0210
DALIGNS000400	INDIV_0211
DALIGNS001006	INDIV_0212
DALIGNS001932	INDIV_0213
DALIGNS001288	INDIV_0214
DALIGNS001981	INDIV_0215
DALIGNS002027	INDIV_0216
DALIGNS001682	INDIV_0217
DALIGNS001624	INDIV_0217
DALIGNS001676	INDIV_0217
DALIGNS000571_2	INDIV_0217
DALIGNS000570_2	INDIV_0217
DALIGNS000570_1	INDIV_0217
DALIGNS001639	INDIV_0217
DALIGNS000571_1	INDIV_0217
DALIGNS000034	INDIV_0218
DALIGNS000679	INDIV_0218
DALIGNS001242	INDIV_0218
DALIGNS000208	INDIV_0218
DALIGNS000105	INDIV_0218
DALIGNS001243	INDIV_0218
DALIGNS001414	INDIV_0218
DALIGNS000078	INDIV_0218
DALIGNS000395	INDIV_0219
DALIGNS000005	INDIV_0219
DALIGNS001120	INDIV_0219
DALIGNS000025	INDIV_0219
DALIGNS001121	INDIV_0219
DALIGNS000624	INDIV_0219
DALIGNS001251	INDIV_0219
DALIGNS000087	INDIV_0219
DALIGNS000327	INDIV_0220
DALIGNS001690	INDIV_0220
DALIGNS001463	INDIV_0220
DALIGNS000720	INDIV_0220
DALIGNS000556	INDIV_0220
DALIGNS001482	INDIV_0220
DALIGNS000131	INDIV_0220
DALIGNS000834	INDIV_0220
DALIGNS000686	INDIV_0221
DALIGNS000062	INDIV_0221
DALIGNS000170	INDIV_0221
DALIGNS000258	INDIV_0221
DALIGNS001089	INDIV_0221
DALIGNS001274	INDIV_0221
DALIGNS000552	INDIV_0221
DALIGNS001096	INDIV_0221
DALIGNS001688	INDIV_0222
DALIGNS000601	INDIV_0222
DALIGNS000711	INDIV_0222
DALIGNS000817	INDIV_0222
DALIGNS001411	INDIV_0222
DALIGNS000731	INDIV_0222
DALIGNS001413	INDIV_0222
DALIGNS000191	INDIV_0222
DALIGNS000581_2	INDIV_0223
DALIGNS001609	INDIV_0223
DALIGNS001198	INDIV_0223
DALIGNS001204	INDIV_0223
DALIGNS000553_1	INDIV_0223
DALIGNS000553_2	INDIV_0223
DALIGNS001433	INDIV_0223
DALIGNS000581_1	INDIV_0223
DALIGNS001622	INDIV_0224
DALIGNS001667	INDIV_0224
DALIGNS000461_1	INDIV_0224
DALIGNS000461_2	INDIV_0224
DALIGNS000465	INDIV_0224
DALIGNS001684	INDIV_0225
DALIGNS001621	INDIV_0226
DALIGNS000468_2	INDIV_0227
DALIGNS000050_1	INDIV_0228
DALIGNS000704_1	INDIV_0228
DALIGNS000704_2	INDIV_0229
DALIGNS000576_2	INDIV_0229
DALIGNS000576_1	INDIV_0229
DALIGNS000704_3	INDIV_0230
DALIGNS000050_2	INDIV_0230
DALIGNS000781_2	INDIV_0231
DALIGNS000473_1	INDIV_0232
DALIGNS000470_2	INDIV_0232
DALIGNS000470_1	INDIV_0232
DALIGNS001557	INDIV_0232
DALIGNS001190	INDIV_0232
DALIGNS001558	INDIV_0232
DALIGNS000473_2	INDIV_0232
DALIGNS001836	INDIV_0233
DALIGNS001838	INDIV_0233
DALIGNS001835	INDIV_0233
DALIGNS001837	INDIV_0233
DALIGNS000278	INDIV_0233
DALIGNS000822	INDIV_0233
DALIGNS000818	INDIV_0233
DALIGNS000006	INDIV_0234
DALIGNS000404	INDIV_0234
DALIGNS000283	INDIV_0234
DALIGNS000107	INDIV_0234
DALIGNS000200	INDIV_0234
DALIGNS000539	INDIV_0234
DALIGNS000223	INDIV_0234
DALIGNS000280	INDIV_0235
DALIGNS001241	INDIV_0235
DALIGNS000378	INDIV_0235
DALIGNS000100	INDIV_0235
DALIGNS001240	INDIV_0235
DALIGNS001090	INDIV_0235
DALIGNS000059	INDIV_0235
DALIGNS000314	INDIV_0236
DALIGNS000300	INDIV_0236
DALIGNS001062	INDIV_0236
DALIGNS001065	INDIV_0236
DALIGNS000721	INDIV_0236
DALIGNS001064	INDIV_0236
DALIGNS000643	INDIV_0236
DALIGNS000037	INDIV_0237
DALIGNS001079	INDIV_0237
DALIGNS000656	INDIV_0237
DALIGNS000284	INDIV_0237
DALIGNS001077	INDIV_0237
DALIGNS001078	INDIV_0237
DALIGNS000353	INDIV_0237
DALIGNS001218	INDIV_0238
DALIGNS000354_1	INDIV_0238
DALIGNS001631	INDIV_0238
DALIGNS000349_2	INDIV_0238
DALIGNS000349_1	INDIV_0238
DALIGNS000354_2	INDIV_0238
DALIGNS001189	INDIV_0239
DALIGNS001158	INDIV_0240
DALIGNS000999	INDIV_0240
DALIGNS000998	INDIV_0240
DALIGNS001005	INDIV_0240
DALIGNS001004	INDIV_0240
DALIGNS000403	INDIV_0240
DALIGNS000335	INDIV_0241
DALIGNS000793	INDIV_0242
DALIGNS001236	INDIV_0242
DALIGNS001177	INDIV_0242
DALIGNS000797	INDIV_0242
DALIGNS000379_1	INDIV_0242
DALIGNS000080	INDIV_0242
DALIGNS000379_2	INDIV_0242
DALIGNS001035	INDIV_0243
DALIGNS001032	INDIV_0243
DALIGNS000650	INDIV_0243
DALIGNS001034	INDIV_0243
DALIGNS001033	INDIV_0244
DALIGNS000342	INDIV_0245
DALIGNS001159	INDIV_0246
DALIGNS000047	INDIV_0247
DALIGNS000007	INDIV_0247
DALIGNS000625	INDIV_0247
DALIGNS000136	INDIV_0247
DALIGNS001102	INDIV_0247
DALIGNS000248	INDIV_0247
DALIGNS000251	INDIV_0248
DALIGNS001724	INDIV_0248
DALIGNS000096	INDIV_0248
DALIGNS000712	INDIV_0248
DALIGNS000662	INDIV_0248
DALIGNS001725	INDIV_0248
